Date,SaleRep,EnrollDate,ClientID,ClientStatus,CancelDate,Cancel,DaysToCancel,EarlyCancellation,CancelledDebt,Program,CANCELREASON,SALESREPDAY
202501,Jenna Marks,01/30/2025,500601,Cancelled,02/16/2025,1,17,1,64052,JGW,Financial Hardship,20250130_Jenna Marks
202502,Naddia Bazar,02/03/2025,500655,Cancelled,02/23/2025,1,20,1,24384,JGW,Financial Hardship,20250203_Naddia Bazar
202502,Marcus Lee,02/03/2025,500663,Cancelled,02/19/2025,1,16,1,35190,JGW,Buyer Remorse,20250203_Marcus Lee
202502,Sofia Cruz,02/03/2025,500669,Cancelled,02/23/2025,1,20,1,17017,JGW,Not Responsive,20250203_Sofia Cruz
202502,Evan Baker,02/04/2025,500676,Cancelled,02/22/2025,1,18,1,15985,JGW,Not Responsive,20250204_Evan Baker
202502,Jay Harris,02/04/2025,500678,Cancelled,02/24/2025,1,20,1,12116,JGW,Not Responsive,20250204_Jay Harris
202502,Naddia Bazar,02/05/2025,500703,Cancelled,02/16/2025,1,11,1,24601,JGW,Financial Hardship,20250205_Naddia Bazar
202502,Alexander Dagen,02/05/2025,500718,Cancelled,02/21/2025,1,16,1,37303,JGW,Not Responsive,20250205_Alexander Dagen
202502,Jay Harris,02/06/2025,500725,Cancelled,02/13/2025,1,7,1,36716,JGW,Buyer Remorse,20250206_Jay Harris
202502,Jay Harris,02/07/2025,500754,Cancelled,02/24/2025,1,17,1,13650,JGW,Not Responsive,20250207_Jay Harris
202502,Jenna Marks,02/07/2025,500756,Cancelled,02/22/2025,1,15,1,45676,JGW,Not Responsive,20250207_Jenna Marks
202502,Tara Singh,02/07/2025,500762,Cancelled,02/15/2025,1,8,1,64899,JGW,Not Responsive,20250207_Tara Singh
202502,Lisa Wong,02/07/2025,500767,Cancelled,02/18/2025,1,11,1,63439,JGW,Not Responsive,20250207_Lisa Wong
202502,Alexander Dagen,02/07/2025,500773,Cancelled,02/12/2025,1,5,1,44937,JGW,Buyer Remorse,20250207_Alexander Dagen
202502,Victor Chen,02/07/2025,500778,Cancelled,02/21/2025,1,14,1,49876,JGW,Not Responsive,20250207_Victor Chen
202502,Jay Harris,02/11/2025,500809,Cancelled,03/02/2025,1,19,1,26913,JGW,Not Responsive,20250211_Jay Harris
202502,Naddia Bazar,02/11/2025,500817,Cancelled,02/26/2025,1,15,1,10969,JGW,Financial Hardship,20250211_Naddia Bazar
202502,Marcus Lee,02/11/2025,500830,Cancelled,03/03/2025,1,20,1,49239,JGW,Financial Hardship,20250211_Marcus Lee
202502,Alexander Dagen,02/11/2025,500837,Cancelled,02/19/2025,1,8,1,23872,JGW,Buyer Remorse,20250211_Alexander Dagen
202502,Marcus Lee,02/12/2025,500861,Cancelled,02/19/2025,1,7,1,27035,JGW,Financial Hardship,20250212_Marcus Lee
202502,Evan Baker,02/13/2025,500877,Cancelled,02/20/2025,1,7,1,50329,JGW,Not Responsive,20250213_Evan Baker
202502,Jenna Marks,02/13/2025,500887,Cancelled,02/28/2025,1,15,1,47503,JGW,Financial Hardship,20250213_Jenna Marks
202502,Sofia Cruz,02/13/2025,500903,Cancelled,03/02/2025,1,17,1,24256,JGW,Buyer Remorse,20250213_Sofia Cruz
202502,Victor Chen,02/14/2025,500934,Cancelled,02/27/2025,1,13,1,55400,JGW,Buyer Remorse,20250214_Victor Chen
202502,Victor Chen,02/14/2025,500936,Cancelled,03/02/2025,1,16,1,12786,JGW,Not Responsive,20250214_Victor Chen
202502,Evan Baker,02/17/2025,500938,Cancelled,03/07/2025,1,18,1,38937,JGW,Buyer Remorse,20250217_Evan Baker
202502,Naddia Bazar,02/17/2025,500950,Cancelled,03/03/2025,1,14,1,57556,JGW,Financial Hardship,20250217_Naddia Bazar
202502,Evan Baker,02/18/2025,500971,Cancelled,02/28/2025,1,10,1,26032,JGW,Not Responsive,20250218_Evan Baker
202502,Evan Baker,02/18/2025,500973,Cancelled,03/06/2025,1,16,1,40481,JGW,Not Responsive,20250218_Evan Baker
202502,Lisa Wong,02/18/2025,500987,Cancelled,03/07/2025,1,17,1,20483,JGW,Not Responsive,20250218_Lisa Wong
202502,Jay Harris,02/19/2025,501006,Cancelled,03/03/2025,1,12,1,35127,JGW,Not Responsive,20250219_Jay Harris
202502,Sofia Cruz,02/19/2025,501022,Cancelled,02/28/2025,1,9,1,58091,JGW,Not Responsive,20250219_Sofia Cruz
202502,Victor Chen,02/19/2025,501029,Cancelled,03/04/2025,1,13,1,34957,JGW,Not Responsive,20250219_Victor Chen
202502,Victor Chen,02/19/2025,501030,Cancelled,03/09/2025,1,18,1,26788,JGW,Buyer Remorse,20250219_Victor Chen
202502,Naddia Bazar,02/21/2025,501067,Cancelled,03/06/2025,1,13,1,29389,JGW,Financial Hardship,20250221_Naddia Bazar
202502,Tara Singh,02/24/2025,501096,Cancelled,03/13/2025,1,17,1,27966,JGW,Financial Hardship,20250224_Tara Singh
202502,Lisa Wong,02/25/2025,501122,Cancelled,03/13/2025,1,16,1,43628,JGW,Not Responsive,20250225_Lisa Wong
202502,Alexander Dagen,02/26/2025,501158,Cancelled,03/06/2025,1,8,1,60167,JGW,Not Responsive,20250226_Alexander Dagen
202502,Tara Singh,02/27/2025,501179,Cancelled,03/15/2025,1,16,1,48593,JGW,Buyer Remorse,20250227_Tara Singh
202502,Lisa Wong,02/27/2025,501186,Cancelled,03/04/2025,1,5,1,18961,JGW,Buyer Remorse,20250227_Lisa Wong
202502,Lisa Wong,02/27/2025,501187,Cancelled,03/11/2025,1,12,1,27142,JGW,Not Responsive,20250227_Lisa Wong
202502,Jenna Marks,02/28/2025,501206,Cancelled,03/16/2025,1,16,1,60785,JGW,Not Responsive,20250228_Jenna Marks
202502,Victor Chen,02/28/2025,501228,Cancelled,03/19/2025,1,19,1,56019,JGW,Not Responsive,20250228_Victor Chen
202502,Victor Chen,02/28/2025,501230,Cancelled,03/17/2025,1,17,1,63712,JGW,Buyer Remorse,20250228_Victor Chen
202503,Jenna Marks,03/03/2025,501235,Cancelled,03/22/2025,1,19,1,11172,JGW,Buyer Remorse,20250303_Jenna Marks
202503,Tara Singh,03/03/2025,501245,Cancelled,03/17/2025,1,14,1,18847,JGW,Not Responsive,20250303_Tara Singh
202503,Tara Singh,03/04/2025,501272,Cancelled,03/18/2025,1,14,1,53251,JGW,Buyer Remorse,20250304_Tara Singh
202503,Victor Chen,03/04/2025,501283,Cancelled,03/11/2025,1,7,1,58486,JGW,Buyer Remorse,20250304_Victor Chen
202503,Jay Harris,03/05/2025,501288,Cancelled,03/14/2025,1,9,1,34363,JGW,Financial Hardship,20250305_Jay Harris
202503,Lisa Wong,03/05/2025,501295,Cancelled,03/12/2025,1,7,1,23639,JGW,Financial Hardship,20250305_Lisa Wong
202503,Lisa Wong,03/05/2025,501297,Cancelled,03/15/2025,1,10,1,47900,JGW,Buyer Remorse,20250305_Lisa Wong
202503,Alexander Dagen,03/05/2025,501309,Cancelled,03/15/2025,1,10,1,31601,JGW,Financial Hardship,20250305_Alexander Dagen
202503,Evan Baker,03/06/2025,501317,Cancelled,03/24/2025,1,18,1,64196,JGW,Buyer Remorse,20250306_Evan Baker
202503,Jay Harris,03/06/2025,501320,Cancelled,03/22/2025,1,16,1,62132,JGW,Buyer Remorse,20250306_Jay Harris
202503,Marcus Lee,03/06/2025,501333,Cancelled,03/24/2025,1,18,1,17867,JGW,Buyer Remorse,20250306_Marcus Lee
202503,Alexander Dagen,03/06/2025,501343,Cancelled,03/18/2025,1,12,1,14096,JGW,Not Responsive,20250306_Alexander Dagen
202503,Victor Chen,03/06/2025,501346,Cancelled,03/14/2025,1,8,1,57014,JGW,Not Responsive,20250306_Victor Chen
202503,Evan Baker,03/10/2025,501376,Cancelled,03/23/2025,1,13,1,50250,JGW,Buyer Remorse,20250310_Evan Baker
202503,Tara Singh,03/10/2025,501388,Cancelled,03/22/2025,1,12,1,17740,JGW,Not Responsive,20250310_Tara Singh
202503,Sofia Cruz,03/10/2025,501402,Cancelled,03/23/2025,1,13,1,22353,JGW,Buyer Remorse,20250310_Sofia Cruz
202503,Naddia Bazar,03/11/2025,501413,Cancelled,03/27/2025,1,16,1,46768,JGW,Not Responsive,20250311_Naddia Bazar
202503,Tara Singh,03/11/2025,501419,Cancelled,03/31/2025,1,20,1,22339,JGW,Buyer Remorse,20250311_Tara Singh
202503,Lisa Wong,03/11/2025,501424,Cancelled,03/20/2025,1,9,1,29206,JGW,Not Responsive,20250311_Lisa Wong
202503,Victor Chen,03/11/2025,501440,Cancelled,03/28/2025,1,17,1,55764,JGW,Not Responsive,20250311_Victor Chen
202503,Jay Harris,03/12/2025,501443,Cancelled,04/01/2025,1,20,1,45063,JGW,Buyer Remorse,20250312_Jay Harris
202503,Naddia Bazar,03/12/2025,501449,Cancelled,03/23/2025,1,11,1,37270,JGW,Buyer Remorse,20250312_Naddia Bazar
202503,Sofia Cruz,03/12/2025,501460,Cancelled,03/25/2025,1,13,1,27327,JGW,Buyer Remorse,20250312_Sofia Cruz
202503,Alexander Dagen,03/12/2025,501465,Cancelled,03/22/2025,1,10,1,54170,JGW,Not Responsive,20250312_Alexander Dagen
202503,Victor Chen,03/12/2025,501472,Cancelled,03/29/2025,1,17,1,23567,JGW,Not Responsive,20250312_Victor Chen
202503,Jay Harris,03/13/2025,501474,Cancelled,04/02/2025,1,20,1,36023,JGW,Buyer Remorse,20250313_Jay Harris
202503,Marcus Lee,03/13/2025,501489,Cancelled,03/30/2025,1,17,1,44280,JGW,Not Responsive,20250313_Marcus Lee
202503,Alexander Dagen,03/13/2025,501494,Cancelled,03/22/2025,1,9,1,54812,JGW,Buyer Remorse,20250313_Alexander Dagen
202503,Victor Chen,03/13/2025,501503,Cancelled,03/30/2025,1,17,1,60910,JGW,Not Responsive,20250313_Victor Chen
202503,Evan Baker,03/17/2025,501537,Cancelled,03/28/2025,1,11,1,45268,JGW,Buyer Remorse,20250317_Evan Baker
202503,Jay Harris,03/17/2025,501538,Cancelled,03/23/2025,1,6,1,62852,JGW,Financial Hardship,20250317_Jay Harris
202503,Tara Singh,03/17/2025,501548,Cancelled,03/23/2025,1,6,1,26682,JGW,Buyer Remorse,20250317_Tara Singh
202503,Marcus Lee,03/17/2025,501554,Cancelled,03/26/2025,1,9,1,52708,JGW,Not Responsive,20250317_Marcus Lee
202503,Victor Chen,03/17/2025,501564,Cancelled,04/02/2025,1,16,1,14705,JGW,Not Responsive,20250317_Victor Chen
202503,Lisa Wong,03/18/2025,501574,Cancelled,04/07/2025,1,20,1,55270,JGW,Financial Hardship,20250318_Lisa Wong
202503,Jay Harris,03/19/2025,501592,Cancelled,03/25/2025,1,6,1,63785,JGW,Not Responsive,20250319_Jay Harris
202503,Jay Harris,03/19/2025,501594,Cancelled,03/30/2025,1,11,1,48675,JGW,Not Responsive,20250319_Jay Harris
202503,Lisa Wong,03/19/2025,501612,Cancelled,03/30/2025,1,11,1,33121,JGW,Not Responsive,20250319_Lisa Wong
202503,Sofia Cruz,03/19/2025,501615,Cancelled,03/31/2025,1,12,1,52351,JGW,Buyer Remorse,20250319_Sofia Cruz
202503,Tara Singh,03/20/2025,501635,Cancelled,03/28/2025,1,8,1,9293,JGW,Financial Hardship,20250320_Tara Singh
202503,Lisa Wong,03/21/2025,501664,Cancelled,03/30/2025,1,9,1,11007,JGW,Not Responsive,20250321_Lisa Wong
202503,Marcus Lee,03/21/2025,501667,Cancelled,04/05/2025,1,15,1,56042,JGW,Buyer Remorse,20250321_Marcus Lee
202503,Jay Harris,03/24/2025,501682,Cancelled,04/11/2025,1,18,1,39989,JGW,Financial Hardship,20250324_Jay Harris
202503,Jenna Marks,03/24/2025,501683,Cancelled,04/05/2025,1,12,1,28593,JGW,Not Responsive,20250324_Jenna Marks
202503,Tara Singh,03/24/2025,501690,Cancelled,04/03/2025,1,10,1,48167,JGW,Not Responsive,20250324_Tara Singh
202503,Marcus Lee,03/24/2025,501697,Cancelled,04/12/2025,1,19,1,23400,JGW,Not Responsive,20250324_Marcus Lee
202503,Jenna Marks,03/25/2025,501713,Cancelled,04/10/2025,1,16,1,22532,JGW,Not Responsive,20250325_Jenna Marks
202503,Jenna Marks,03/25/2025,501716,Cancelled,04/04/2025,1,10,1,14967,JGW,Financial Hardship,20250325_Jenna Marks
202503,Evan Baker,03/28/2025,501782,Cancelled,04/10/2025,1,13,1,32720,JGW,Not Responsive,20250328_Evan Baker
202503,Tara Singh,03/28/2025,501793,Cancelled,04/07/2025,1,10,1,42118,JGW,Financial Hardship,20250328_Tara Singh
202503,Marcus Lee,03/28/2025,501800,Cancelled,04/13/2025,1,16,1,50552,JGW,Financial Hardship,20250328_Marcus Lee
202503,Alexander Dagen,03/28/2025,501810,Cancelled,04/08/2025,1,11,1,39903,JGW,Financial Hardship,20250328_Alexander Dagen
202503,Naddia Bazar,03/31/2025,501822,Cancelled,04/07/2025,1,7,1,29739,JGW,Buyer Remorse,20250331_Naddia Bazar
202503,Lisa Wong,03/31/2025,501827,Cancelled,04/08/2025,1,8,1,28735,JGW,Not Responsive,20250331_Lisa Wong
202503,Lisa Wong,03/31/2025,501829,Cancelled,04/06/2025,1,6,1,48524,JGW,Not Responsive,20250331_Lisa Wong
202503,Lisa Wong,03/31/2025,501830,Cancelled,04/08/2025,1,8,1,63590,JGW,Financial Hardship,20250331_Lisa Wong
202504,Evan Baker,04/01/2025,501842,Cancelled,04/18/2025,1,17,1,10737,JGW,Not Responsive,20250401_Evan Baker
202504,Tara Singh,04/01/2025,501854,Cancelled,04/09/2025,1,8,1,52019,JGW,Buyer Remorse,20250401_Tara Singh
202504,Jay Harris,04/02/2025,501871,Cancelled,04/15/2025,1,13,1,47755,JGW,Buyer Remorse,20250402_Jay Harris
202504,Naddia Bazar,04/02/2025,501875,Cancelled,04/19/2025,1,17,1,49394,JGW,Not Responsive,20250402_Naddia Bazar
202504,Lisa Wong,04/02/2025,501884,Cancelled,04/14/2025,1,12,1,40910,JGW,Not Responsive,20250402_Lisa Wong
202504,Tara Singh,04/03/2025,501906,Cancelled,04/12/2025,1,9,1,47597,JGW,Financial Hardship,20250403_Tara Singh
202504,Victor Chen,04/03/2025,501918,Cancelled,04/12/2025,1,9,1,41596,JGW,Buyer Remorse,20250403_Victor Chen
202504,Jay Harris,04/04/2025,501921,Cancelled,04/18/2025,1,14,1,49787,JGW,Buyer Remorse,20250404_Jay Harris
202504,Evan Baker,04/07/2025,501952,Cancelled,04/12/2025,1,5,1,20387,JGW,Not Responsive,20250407_Evan Baker
202504,Victor Chen,04/07/2025,501973,Cancelled,04/14/2025,1,7,1,49672,JGW,Buyer Remorse,20250407_Victor Chen
202504,Evan Baker,04/08/2025,501974,Cancelled,04/20/2025,1,12,1,13776,JGW,Financial Hardship,20250408_Evan Baker
202504,Jenna Marks,04/08/2025,501978,Cancelled,04/18/2025,1,10,1,47155,JGW,Not Responsive,20250408_Jenna Marks
202504,Naddia Bazar,04/08/2025,501982,Cancelled,04/20/2025,1,12,1,20762,JGW,Not Responsive,20250408_Naddia Bazar
202504,Lisa Wong,04/08/2025,501988,Cancelled,04/15/2025,1,7,1,41930,JGW,Buyer Remorse,20250408_Lisa Wong
202504,Sofia Cruz,04/08/2025,501994,Cancelled,04/18/2025,1,10,1,45677,JGW,Financial Hardship,20250408_Sofia Cruz
202504,Jay Harris,04/09/2025,502004,Cancelled,04/16/2025,1,7,1,39586,JGW,Financial Hardship,20250409_Jay Harris
202504,Naddia Bazar,04/10/2025,502037,Cancelled,04/21/2025,1,11,1,8551,JGW,Financial Hardship,20250410_Naddia Bazar
202504,Marcus Lee,04/10/2025,502047,Cancelled,04/23/2025,1,13,1,61358,JGW,Buyer Remorse,20250410_Marcus Lee
202504,Victor Chen,04/10/2025,502057,Cancelled,04/18/2025,1,8,1,45213,JGW,Not Responsive,20250410_Victor Chen
202504,Victor Chen,04/10/2025,502058,Cancelled,04/23/2025,1,13,1,18704,JGW,Financial Hardship,20250410_Victor Chen
202504,Lisa Wong,04/14/2025,502094,Cancelled,04/30/2025,1,16,1,19180,JGW,Financial Hardship,20250414_Lisa Wong
202504,Sofia Cruz,04/15/2025,502130,Cancelled,04/23/2025,1,8,1,43059,JGW,Financial Hardship,20250415_Sofia Cruz
202504,Victor Chen,04/15/2025,502137,Cancelled,04/22/2025,1,7,1,59866,JGW,Buyer Remorse,20250415_Victor Chen
202504,Jenna Marks,04/16/2025,502146,Cancelled,04/27/2025,1,11,1,58527,JGW,Financial Hardship,20250416_Jenna Marks
202504,Naddia Bazar,04/17/2025,502183,Cancelled,05/04/2025,1,17,1,37758,JGW,Not Responsive,20250417_Naddia Bazar
202504,Tara Singh,04/17/2025,502186,Cancelled,05/04/2025,1,17,1,55251,JGW,Buyer Remorse,20250417_Tara Singh
202504,Marcus Lee,04/17/2025,502191,Cancelled,04/26/2025,1,9,1,12369,JGW,Buyer Remorse,20250417_Marcus Lee
202504,Alexander Dagen,04/17/2025,502201,Cancelled,04/23/2025,1,6,1,62531,JGW,Financial Hardship,20250417_Alexander Dagen
202504,Victor Chen,04/17/2025,502206,Cancelled,04/24/2025,1,7,1,42669,JGW,Financial Hardship,20250417_Victor Chen
202504,Victor Chen,04/18/2025,502227,Cancelled,04/24/2025,1,6,1,34023,JGW,Financial Hardship,20250418_Victor Chen
202504,Evan Baker,04/21/2025,502228,Cancelled,05/03/2025,1,12,1,27781,JGW,Buyer Remorse,20250421_Evan Baker
202504,Tara Singh,04/21/2025,502232,Cancelled,05/07/2025,1,16,1,14179,JGW,Buyer Remorse,20250421_Tara Singh
202504,Sofia Cruz,04/21/2025,502242,Cancelled,05/08/2025,1,17,1,27686,JGW,Buyer Remorse,20250421_Sofia Cruz
202504,Jenna Marks,04/22/2025,502255,Cancelled,05/10/2025,1,18,1,41077,JGW,Financial Hardship,20250422_Jenna Marks
202504,Evan Baker,04/23/2025,502274,Cancelled,05/05/2025,1,12,1,36866,JGW,Buyer Remorse,20250423_Evan Baker
202504,Jay Harris,04/23/2025,502277,Cancelled,04/29/2025,1,6,1,13623,JGW,Buyer Remorse,20250423_Jay Harris
202504,Jenna Marks,04/23/2025,502279,Cancelled,05/01/2025,1,8,1,26853,JGW,Financial Hardship,20250423_Jenna Marks
202504,Lisa Wong,04/23/2025,502292,Cancelled,05/06/2025,1,13,1,8546,JGW,Not Responsive,20250423_Lisa Wong
202504,Marcus Lee,04/23/2025,502297,Cancelled,05/08/2025,1,15,1,54510,JGW,Financial Hardship,20250423_Marcus Lee
202504,Sofia Cruz,04/23/2025,502302,Cancelled,05/07/2025,1,14,1,9408,JGW,Financial Hardship,20250423_Sofia Cruz
202504,Marcus Lee,04/24/2025,502324,Cancelled,05/02/2025,1,8,1,28807,JGW,Buyer Remorse,20250424_Marcus Lee
202504,Alexander Dagen,04/24/2025,502332,Cancelled,05/07/2025,1,13,1,20107,JGW,Not Responsive,20250424_Alexander Dagen
202504,Victor Chen,04/24/2025,502335,Cancelled,05/01/2025,1,7,1,53047,JGW,Not Responsive,20250424_Victor Chen
202504,Lisa Wong,04/25/2025,502348,Cancelled,05/12/2025,1,17,1,58870,JGW,Not Responsive,20250425_Lisa Wong
202504,Alexander Dagen,04/28/2025,502391,Cancelled,05/18/2025,1,20,1,60917,JGW,Buyer Remorse,20250428_Alexander Dagen
202504,Victor Chen,04/28/2025,502394,Cancelled,05/03/2025,1,5,1,36958,JGW,Buyer Remorse,20250428_Victor Chen
202504,Naddia Bazar,04/29/2025,502401,Cancelled,05/17/2025,1,18,1,13747,JGW,Buyer Remorse,20250429_Naddia Bazar
202504,Tara Singh,04/30/2025,502425,Cancelled,05/05/2025,1,5,1,20684,JGW,Financial Hardship,20250430_Tara Singh
202504,Sofia Cruz,04/30/2025,502435,Cancelled,05/15/2025,1,15,1,58268,JGW,Financial Hardship,20250430_Sofia Cruz
202505,Evan Baker,05/01/2025,502448,Cancelled,05/16/2025,1,15,1,43119,JGW,Financial Hardship,20250501_Evan Baker
202505,Jenna Marks,05/01/2025,502449,Cancelled,05/18/2025,1,17,1,63098,JGW,Not Responsive,20250501_Jenna Marks
202505,Lisa Wong,05/01/2025,502460,Cancelled,05/12/2025,1,11,1,59442,JGW,Buyer Remorse,20250501_Lisa Wong
202505,Alexander Dagen,05/01/2025,502470,Cancelled,05/07/2025,1,6,1,15591,JGW,Not Responsive,20250501_Alexander Dagen
